[ 5941.758501] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5946.920663] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5946.936801] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5946.952851] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5946.968982] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5946.985028] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.001153] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.017264] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.033312] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.049328] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.065446] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.081765] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.097857] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.113988] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.130003] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.146031] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.162036] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.178141] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.194934] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.210979] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.227024] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.243072] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.259125] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.275180] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.291223] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.307273] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.323323] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.339378] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.355433] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.371843] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.387892] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.404014] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.420025] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.436046] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.452090] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.468156] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.484178] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.500203] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.516267] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.532288] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.548320] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.564341] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.580437] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.596457] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.612526] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.629185] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.645297] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.661315] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.677365] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.693489] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.709610] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.725659] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.741724] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.757779] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.773832] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.789958] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.806044] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.822058] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.838074] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.854085] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.870097] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.886141] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.902162] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.918234] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.934248] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.950319] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.966472] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.982612] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5947.998660] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.014780] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.030825] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.046978] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.063067] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.079104] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.095146] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.111582] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.127633] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.143677] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.159698] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.175774] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.191836] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.207884] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.223934] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.239991] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.256008] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.272131] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.288182] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.304207] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.320255] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.336407] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.352457] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.368578] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.384733] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.400791] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.416811] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.432910] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.448963] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.465132] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.466532] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5948292720747
[ 5948.481202] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.497222] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.523618] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.539635] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.555683] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.571735] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.587782] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.603794] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.619902] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.635927] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.651967] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.668017] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.684200] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.700398] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.716444] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.732493] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.748630] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.764756] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.780802] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.796923] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.812969] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.829080] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.845093] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.861141] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.877190] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.893241] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.909375] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.925430] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.941483] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.957628] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.973681] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5948.989740] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.005798] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.021850] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.037920] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.053930] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.069965] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.086000] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.102079] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.118140] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.134162] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.150176] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.166249] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.182261] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.198352] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.214399] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.230486] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.246566] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.262594] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.278619] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.294655] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.310678] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.326700] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.342883] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.359050] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.375072] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.391167] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.407230] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.423250] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.439312] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.455374] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.471430] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.487479] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.503527] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.519548] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.526156] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5949352344498
[ 5949.535567] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.551618] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.567678] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.583713] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.599875] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.615945] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.631982] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.648007] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.664024] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.680092] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.696193] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.712227] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.728257] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.744276] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.760474] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.776538] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.792594] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.808651] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.824705] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.840869] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.856956] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.873019] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.885993] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5949712181540
[ 5949.889078] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.905139] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.921274] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.937393] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.953637] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.969659] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5949.985678] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.001703] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.017851] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.033910] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.049934] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.066050] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.082064] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.098152] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.114171] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.130199] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.146219] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.162247] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.178262] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.194289] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.210323] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.214356] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5950040543969
[ 5950.226446] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.242499] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.258554] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.274706] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.290799] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.306821] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.322837] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.338885] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.354940] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.371021] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.387075] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.403136] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.419160] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.435291] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.451344] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.467471] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.483690] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.499764] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.515912] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.532014] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.548029] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.564044] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.580056] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.596101] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.612120] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.628139] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.644203] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.660382] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.676516] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.692634] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.711322] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.727484] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.743557] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.759706] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.775873] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.791934] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.808047] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.824099] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.840118] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.856139] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.872211] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.888319] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.904474] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.920606] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.936733] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.952784] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.968898] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5950.985012] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.001152] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.017233] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.033297] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.049445] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.065684] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.081831] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.097904] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.114033] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.130144] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.146158] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.162172] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.178243] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.194375] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.210552] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.220383] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5951046570828
[ 5951.226571] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.242602] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.258668] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.274807] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.290956] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.306979] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.323042] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.339070] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.355087] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.371180] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.387326] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.403443] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.419470] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.435639] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.451782] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.467907] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.484036] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.500223] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.516404] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.532536] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5951.548599] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
